Data,Acompanhamentos,Prato Principal,Guarnição,Salada,Sobremesa,Refresco,Extra,Nota Técnica
2017-12-01,ARROZ INTEGRAL E FEIJÃO,Polenta com molho de ervilha,--,Escarola,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-04,ARROZ INTEGRAL E FEIJÃO,PTS com couve e cenoura,---,Mista crua,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-05,ARROZ INTEGRAL E FEIJÃO,Macarrão com lentilha ao sugo,Abobrinha refogada,Acelga,Laranja,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-06,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,--,Alface,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-07,ARROZ INTEGRAL E FEIJÃO,Torta de aveia com soja,--,Jardineira de legumes,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-08,ARROZ INTEGRAL E FEIJÃO,Pts com legumes,--,Alface,Melancia,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-11,ARROZ INTEGRAL E FEIJÃO,Grão de bico xadrez,Batata refogada,Pepino,Banana,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-12,ARROZ INTEGRAL E FEIJÃO,Macarrão integral com legumes,--,Couve,Banana,Manga,PÃO E CAFÉ,Contém glúten no pão e no macarrão integral com legumes. Não contém lactose.
2017-12-13,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,--,Beterraba com milho e ervilha,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-14,ARROZ INTEGRAL E FEIJÃO,Yakisoba vegetariano,Chuchu refogado,Alface,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-15,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,--,Acelga,Banana,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-18,ARROZ INTEGRAL E FEIJÃO,Polenta ao molho de ervilha,Couve refogada,Escarola,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-19,ARROZ INTEGRAL E FEIJÃO,PTS xadrez,--,Berinjela à escabeche,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-20,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,Quibebe,Alface,Banana,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2017-12-21,ARROZ INTEGRAL E FEIJÃO,Macarrão integral vegetariano,Cenoura refogada,Tomate,Uva,Laranja,PÃO E CAFÉ,Contém glúten no pão e no macarrão. Não contém lactose.
2018-01-11,ARROZ INTEGRAL E FEIJÃO,Lentilha com cenoura,------,Beterraba ralada,Banana nanica,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-01-18,ARROZ INTEGRAL E FEIJÃO,Macarrão à primavera,------,Tomate,Laranja pera,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no macarrão à primavera. Não contém lactose.
2018-01-19,ARROZ INTEGRAL E FEIJÃO,cuscuz vegetariano,,couve,maçã,limão,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2018-01-22,ARROZ INTEGRAL E FEIJÃO,Polenta com molho de ervilha,------,Repolho,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-01-24,ARROZ INTEGRAL E FEIJÃO,Yakisoba vegetariano,------,Alface,Laranja pera,Uva,PÃO E CAFÉ,Contém glúten no pão e no yakisoba vegetariano. Não contém lactose.
2018-01-25,ARROZ INTEGRAL E FEIJÃO,Polenta ao molho de ervilha,------,Almeirão,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-01-30,ARROZ INTEGRAL E FEIJÃO,Proteína de soja com legumes,------,Repolho,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-01-31,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,------,Mista verde,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-02-01,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,Legumes misto,------,Banana nanica,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-02-02,ARROZ INTEGRAL E FEIJÃO,Grão de bico à chinesa,------,Tomate,Banana nanica,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-02-05,ARROZ INTEGRAL E FEIJÃO,Abobrinha vegetariana,------,Repolho,Doce de abóbora em calda,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-02-22,ARROZ INTEGRAL E FEIJÃO,Macarrão com ervilha ao sugo,-----,Cenoura ralada,laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão. contém ovos no macarrão.
2018-02-27,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,------,Repolho bicolor,Laranja pera,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém ovos e lactose.
2018-03-02,ARROZ INTEGRAL E FEIJÃO,Proteína de soja em cubos,------,"Tomate,cebola e azeitona preta",Banana nanica,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-03-06,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,-----,Alface,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-03-12,ARROZ INTEGRAL E FEIJÃO,Proteína de soja em cubos com legumes,-----,Acelga com repolho roxo,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-03-13,ARROZ INTEGRAL E FEIJÃO,Proteina de soja em cubos,-----,Almeirão,Maçã,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-03-15,ARROZ INTEGRAL E FEIJÃO,Soja xadrez,-----,Alface,Banana nanica,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-03-16,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,-----,Alafce,Banana nanica,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-03-19,ARROZ INTEGRAL E FEIJÃO,Proteina de soja em cubos com legumes,-----,Escarola,Maçã,Cajú,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-03-20,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,Escarola refogada,Legumes misto,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-03-22,ARROZ INTEGRAL E FEIJÃO,Torta de aveia e soja com legumes,-----,Repolho com Beterraba,Laranja,Tangerina,PÃO E CAFÉ,Contém glúten no pão e na torta de aveia e soja com legumes. Não contém lactose.
2018-04-02,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,Berinjela refogada,Couve com laranja,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-04-03,ARROZ INTEGRAL E FEIJÃO,Torta de aveia com soja,------,Alface crespa,Laranja pera,Uva,PÃO E CAFÉ,Contém glúten no pão e na torta de aveia com soja. Não contém lactose.
2018-04-04,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,-----,Tomate com pepino,Banana nanica,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-04-09,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,------,Alface,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-04-10,ARROZ INTEGRAL E FEIJÃO,Proteína de soja com legumes,-----,Pepino,Banana nanica,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-04-12,ARROZ INTEGRAL E FEIJÃO,Grão de bico xadrez,Couve refogada,Feijão branco com vinagrete,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-04-17,ARROZ INTEGRAL E FEIJÃO,Quibe assado,Abóbora refogada,Almeirão com couve,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão e no quibe assado. Não contém lactose.
2018-04-18,ARROZ INTEGRAL E FEIJÃO,Yakisoba vegetariano,-----,Tomate com feijão branco,Banana nanica,Cajú,PÃO E CAFÉ,Contém glúten no pão e no yakisoba vegetariano. Não contém lactose.
2018-04-19,ARROZ INTEGRAL E FEIJÃO,Proteína de soja com legumes,------,Abobrinha cozida,Goiabada,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-04-23,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,-----,Agrião / beterraba ralada,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-04-24,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,------,Mista verde,Laranja pera,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-05-02,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,------,Tomate em rodelas,Melancia,Acerola,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-05-03,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,------,Alface com rabanete,Laranja pera,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-05-07,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,-----,Beterraba ralada,Laranja pera,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-05-08,ARROZ INTEGRAL E FEIJÃO,yakisoba vegetariano,Couve refogada,Almeirão,Banana nanica,Laranja,PÃO E CAFÉ,Contém glúten no pão e no yakisoba vegetariano. Não contém lactose.
2018-05-10,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,-----,Tomate em rodelas,Banana nanica,Cajú,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-05-11,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,------,Pepino,Laranja pera,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-05-16,ARROZ INTEGRAL E FEIJÃO,Macarrão integral à primavera,Cenoura refogada,Alface com agrião,Tangerina ponkan,Uva,PÃO E CAFÉ,Contém glúten no pão e no macarrão integral à primavera. Não contém lactose.
2018-05-17,ARROZ INTEGRAL E FEIJÃO,Ervilha com Legumes,-----,Escarola,Banana nanica,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-05-18,ARROZ INTEGRAL E FEIJÃO,Polenta ao molho de ervilha,-----,Escarola com Rabanete,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-05-21,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,------,Alface,Laranja,Abacaxí,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-05-22,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,-----,Couve,Banana nanica,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-05-23,ARROZ INTEGRAL E FEIJÃO,Soja xadrez,Chuchu refogado,Alface,Melancia,Cajú,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-05-24,ARROZ INTEGRAL E FEIJÃO,Quibe de berinjela com cenoura,Escarola refogada,Acelga,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão e no quibe de berinjela com cenoura. Não contém lactose.
2018-06-06,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,Escarola refogada,Repolho,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-06-07,ARROZ INTEGRAL E FEIJÃO,Grão de bico xadrez,Cenoura refogada,Soja com vinagrete,Laranja,Manga,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-06-08,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,Acelga refogada,Alface,Melancia,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-06-11,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,-,Tomate,Banana,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-06-12,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,-,Acelga com agrião,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-06-13,ARROZ INTEGRAL E FEIJÃO,Yakissoba vegetariano,-,Cenoura ralada,Tangerina ponkan,Acerola,PÃO E CAFÉ,Contém glúten no pão e no yakissoba vegetariano. Não contém lactose.
2018-06-14,ARROZ INTEGRAL E FEIJÃO,Quibe de berinjela com cenoura,Batata refogada,Almeirão,Banana,Abacaxi,PÃO E CAFÉ,Contém glúten no pão e no quibe de berinjela com cenoura. Não contém lactose.
2018-06-15,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,-,Escarola,Laranja,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-06-18,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,-,Alface / Pepino com rabanete,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-06-19,ARROZ INTEGRAL E FEIJÃO,Soja com legumes,Legumes misto,Alface,Maçã,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-06-20,ARROZ INTEGRAL E FEIJÃO,Grão de bico à chinesa,Escarola refogada,Berinjela à escabeche,Melancia,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-06-21,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,Macarrão ao alho e óleo,Couve,Laranja,Maracujá,PÃO E CAFÉ,Contém glúten no pão e no macarrão ao alho e óleo. Não contém lactose.
2018-06-22,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,Couve refogada,Chuchu cozido,Doce de figo,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-06-25,ARROZ INTEGRAL E FEIJÃO,Ervilha xadrez,Quibebe,Almeirão,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-06-26,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,-,Mista verde,Banana,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-06-28,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,Chuchu refogado,Almeirão,Melancia,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-06-29,ARROZ INTEGRAL E FEIJÃO,Feijoada vegetariana,Couve refogada,Vinagrete,Laranja,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-07-02,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,-,Cenoura ralada,Banana,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-07-03,ARROZ INTEGRAL E FEIJÃO,Polenta ao molho de lentilha,-,Escarola,Maçã,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-07-04,ARROZ INTEGRAL E FEIJÃO,Macarrão à primavera,-,"Alface, pepino e repolho",Banana,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no macarrão à primavera. Não contém lactose.
2018-07-05,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,-,Abóbora com salsa,Maçã,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-07-11,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,Cenoura refogada,Alface,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-07-12,ARROZ INTEGRAL E FEIJÃO,Grão de bico à chinesa,-,Repolho,Abacaxi,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-07-13,ARROZ INTEGRAL E FEIJÃO,Torta de ervilha com escarola,-,Acelga,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão e na torta de ervilha com escarola. Não contém lactose.
2018-07-16,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,Legumes refogados,Beterraba cozida,Banana,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-07-17,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,-,Almeirão com rabanete,Abacaxi,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-07-18,ARROZ INTEGRAL E FEIJÃO,Macarrão integral ao sugo,-,Alface,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão e no macarrãoo integral ao sugo. Não contém lactose.
2018-07-19,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,-,Escarola,Melancia,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-07-20,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,Batata refogada,Couve com rúcula,Maçã,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-07-23,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,-,Beterraba ralada,Maçã,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-07-24,ARROZ INTEGRAL E FEIJÃO,Yakisoba vegetariano,Legumes refogados,Couve,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão e no yakissoba vegetariano. Não contém lactose.
2018-07-25,ARROZ INTEGRAL E FEIJÃO,Quibe de berinjela com cenoura,-,Acelga com repolho,Melão,Maracujá,PÃO E CAFÉ,Contém glúten no pão e no quibe de berinjela com cenoura. Não contém lactose.
2018-07-26,ARROZ INTEGRAL E FEIJÃO,Ervilha seca com legumes,-,Alface com agrião,Laranja,Acerola,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-07-27,ARROZ INTEGRAL E FEIJÃO,Feijoada vegetariana,Couve refogada,Tomate com cebola,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-07-30,ARROZ INTEGRAL E FEIJÃO,Macarrão integral à primavera,-,Escarola com cenoura,Banana,Tangerina,PÃO E CAFÉ,Contém glúten no pão e no macarrão integral à primavera. Não contém lactose.
2018-07-31,ARROZ INTEGRAL E FEIJÃO,Yakisoba vegetariano,Batata refogada,Mista verde,Laranja,Uva,PÃO E CAFÉ,Contém glúten no pão e no yakissoba vegetariano. Não contém lactose.
2018-08-01,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,Farofa,Pepino,Maçã,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-02,ARROZ INTEGRAL E FEIJÃO,Soja xadrez,-,Alface com cenoura,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-03,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,-,Vagem,Melancia,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-06,ARROZ INTEGRAL E FEIJÃO,Grão de bico à chinesa,Abobrinha refogada,Almeirão,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-07,ARROZ INTEGRAL E FEIJÃO,Ervilha com legumes,Quiabo refogado,Repolho bicolor,Laranja,Acerola,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-08,ARROZ INTEGRAL E FEIJÃO,Yakissoba vegetariano,Escarola refogada,Alface,Melancia,Caju,PÃO E CAFÉ,Contém glúten no pão e no yakisoba vegetariano. Não contém lactose.
2018-08-09,ARROZ INTEGRAL E FEIJÃO,Torta de aveia e soja,-,Beterraba cozida,Banana,Limão,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-10,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,Batata refogada,Acelga,Melancia,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-13,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,-,Couve,Laranja,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-14,ARROZ INTEGRAL E FEIJÃO,Quibe de berinjela com cenoura,Quibebe,Alface,Maçã,Maracujá,PÃO E CAFÉ,Contém glúten no pão e no quibe de berinjela com cenoura. Não contém lactose.
2018-08-15,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,Chuchu refogado,Rúcula,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-16,ARROZ INTEGRAL E FEIJÃO,Soja xadrez,Repolho refogado,Mista verde,Laranja,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-17,ARROZ INTEGRAL E FEIJÃO,Macarrão integral à primavera,Berinjela refogada,Almeirão,Melancia,Limão,PÃO E CAFÉ,Contém glúten no pão e no macarrão integral à primavera. Não contém lactose.
2018-08-20,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,Vagem refogada,Acelga com abacaxi,Melancia,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-21,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,-,Alface com moyashi,Melancia,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-22,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,-,Repolho misto com rabanete,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-23,ARROZ INTEGRAL E FEIJÃO,Proteína em cubos com legumes,Polenta ao sugo,Rúcula com pepino,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-24,ARROZ INTEGRAL E FEIJÃO,Feijoada vegetariana,Farofa,Molho vinagrete,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-27,ARROZ INTEGRAL E FEIJÃO,Ervilha seca com legumes,-,Mista crua,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-28,ARROZ INTEGRAL E FEIJÃO,Macarrão integral com rúcula,-,Multicor,Doce de abóbora em calda,Maracujá,PÃO E CAFÉ,Contém glúten no pão e no macarrão integral com rúcula. Não contém lactose.
2018-08-29,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,Batata palha,Alface com rabanete,Laranja pera,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-08-30,ARROZ INTEGRAL E FEIJÃO,Grão de bico com abóbora japonesa,-,Salada festiva,Tangerina murcote,Limão,PÃO E CAFÉ,"A salada festiva contém repolho, uva passa, salsão e batata palha. Contém glúten no pão. Não contém lactose."
2018-08-31,ARROZ INTEGRAL E FEIJÃO,Polenta cremosa ao molho de lentilha,-,Acelga com rúcula,Doce de abacaxi em calda,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-09-03,ARROZ INTEGRAL E FEIJÃO,PTS com legumes,Abobrinha refogada,Pepino,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-09-04,ARROZ INTEGRAL E FEIJÃO,Lentilha com legumes,-,Alface lisa,Maçã,Tangerina,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-09-05,ARROZ INTEGRAL E FEIJÃO,Cuscuz vegetariano,-,Acelga,Laranja,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-09-06,ARROZ INTEGRAL E FEIJÃO,Feijão branco com legumes,-,Beterraba,Sagu,Acerola,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-09-11,ARROZ INTEGRAL E FEIJÃO,Torta de aveia e berinjela com vagem,Quibebe,Repolho com agrião,Maçã,Laranja,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-09-12,ARROZ INTEGRAL E FEIJÃO,Strogonoff vegetariano,Batata refogada,Pepino,Doce de abóbora em calda,Caju,PÃO E CAFÉ,Sobremesa FCA
2018-09-13,ARROZ INTEGRAL E FEIJÃO,Grão de bico com legumes,-,Acelga,Tangerina murcote,Abacaxi,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
2018-09-14,ARROZ INTEGRAL E FEIJÃO,Torta de lentilha com brócolis,Espinafre refogado,Batata,Banana,Uva,PÃO E CAFÉ,Contém glúten no pão e na torta de lentilha com brócolis. Não contém lactose.
2018-09-17,ARROZ INTEGRAL E FEIJÃO,Grão de bico xadrez,Polenta,Beterraba ralada,Maçã,Caju,PÃO E CAFÉ,Contém glúten no pão. Não contém lactose.
