Data,Acompanhamentos,Prato Principal,Guarnição,Salada,Sobremesa,Refresco,Extra,Nota Técnica
2014-03-19,ARROZ E FEIJÃO,CARNE PICADA COM CENOURA,--,ESCAROLA COM ABACAXI,MAÇÃ,LARANJA,PÃO E CAFÉ,
2014-03-21,ARROZ E FEIJÃO,Frango ao molho,Quibebe,Escarola com laranja,Maçã,,PÃO E CAFÉ,
2014-03-24,ARROZ E FEIJÃO,Bife ao molho primavera,------,Beterraba e cenoura ralada/agrião ao vinagrete,Banana nanica,manga,PÃO E CAFÉ,
2014-03-26,ARROZ E FEIJÃO,Cozido misto (patinho em cubos/paleta suina com le,-------,Mista verde,Laranja,acerola,PÃO E CAFÉ,
2014-03-27,ARROZ E FEIJÃO,Carne picada com legumes,Escarola refogada,Pepino,Maçã,Laranja,PÃO E CAFÉ,
2014-03-28,ARROZ E FEIJÃO,FRANGO FRITO,ACELGA /REPOLHO/CENOURA REFOGADO,CHICÓRIA/VINAGRETE,BANANA,SUCO DE MANGA,PÃO E CAFÉ,
2014-03-31,ARROZ E FEIJÃO,Salsicha ao sugo,-------,Multicor com beterraba,Maçã,Manga,PÃO E CAFÉ,
2014-04-03,ARROZ E FEIJÃO,Isca de frango com legumes,--,Beterraba ralada/Pepino,Laranja,Abacaxi,PÃO E CAFÉ,
2014-04-04,ARROZ E FEIJÃO,CUBOS DE CARNE COM AZEITONAS,BATATA SAUTÊ,ESCAROLA/PEPINO,MELANCIA,LARANJA,PÃO E CAFÉ,
2014-04-06,ARROZ E FEIJÃO,CARNE PICADA COM CENOURA E VAGEM,-,ACELGA/NABO COM SHOYO,BANANA,LARANJA,PÃO E CAFÉ,
2014-04-07,ARROZ E FEIJÃO,Frango ao molho,-,Alface /Acelga,Maçã,Maracujá,PÃO E CAFÉ,
2014-04-08,ARROZ E FEIJÃO,BIFE ACEBOLADO,CENOURA E VAGEM,ALMEIRÃO E ALFACE/VINAGRETE,LARANJA PERA,ACEROLA,PÃO E CAFÉ,
2014-04-09,ARROZ E FEIJÃO,Carne á portuguesa,-,"MULTICOR Salada multicor (folhas verdes, maçã, cenoura ralada e milho)",Melancia,Laranja,PÃO E CAFÉ,
2014-04-10,ARROZ E FEIJÃO,ISCA DE FRANGO,ABOBRINHA REFOGADA,ESCAROLA/BETERRABA RALADA,BANANA,ACEROLA,PÃO E CAFÉ,
2014-04-11,ARROZ E FEIJÃO,CARNE COM MANDIOCA E CALABRESA,COUVE REFOGADA,ALFACE COM CEBOLA,BANANA,LARANJA,PÃO E CAFÉ,
2014-04-14,ARROZ E FEIJÃO,STROGONOFF DE CARNE,BATATA FRITA,ALFACE /VINAGRETE,MAÇÃ,MARACUJÁ,PÃO E CAFÉ,
2014-04-15,ARROZ E FEIJÃO,FRANGO AO MOLHO ESCABECHE,-,ACELGA COM AGRIÃO,BANANA,UVA,PÃO E CAFÉ,
2014-04-16,ARROZ E FEIJÃO,ISCA DE CARNE À MILANESA,ACELGA REFOGADA,BETERRABA,PUDIM DE COCO COM PASSAS,LIMÃO,PÃO E CAFÉ,
2014-04-22,ARROZ E FEIJÃO,NUGGETS,CREME DE MILHO,SELVAGEM,LARANJA,ABACAXI,PÃO E CAFÉ,
2014-04-23,ARROZ E FEIJÃO,BIFE CAMPONÊS,CHUCHU REFOGADO,ALFACE/VINAGRETE,DOCE DE BANANA,LARANJA,PÃO E CAFÉ,
2014-04-24,ARROZ E FEIJÃO,FRANGO FRITO,QUIABO REFOGADO,VERÃO /ALFACE COM VINAGRETE,MAÇÃ,MARACUJÁ,PÃO E CAFÉ,
2014-04-25,ARROZ E FEIJÃO,COZIDO MISTO COM LEGUMES,-,ESCAROLACOM VINAGRETE/PEPINO,BANANA,UVA,PÃO E CAFÉ,
2014-04-28,ARROZ E FEIJÃO,ISCA DE CARNE COM CENOURA,-,TOMATE/COUVE MANTEIGA COM VINAGRETE,LARANJA,ABACAXI,PÃO E CAFÉ,
2014-04-29,ARROZ E FEIJÃO,PALETA SUÍNA,ABÓBORA REFOGADA,ALFACE/VINAGRETE,DOCE DE BANANA,MANGA,PÃO E CAFÉ,
2014-04-30,ARROZ E FEIJÃO,BIFE A FRANCESA,ABOBRINHA REFOGADA,ESCAROLACOM VINAGRETE/PEPINO,SAGÚ,,PÃO E CAFÉ,
2014-05-05,ARROZ E FEIJÃO,Salsicha ao sugo,Purê de batata,Escarola com nabo e vinagrete,Laranja pera,Maracujá,PÃO E CAFÉ,
2014-05-06,ARROZ E FEIJÃO,Carne picada com cenoura,-----,Repolho com tomate,Maçã,abacaxí,PÃO E CAFÉ,
2014-05-07,ARROZ E FEIJÃO,Bife à milanesa,Berinjela ao molho,verde (alface/escarola/pepino/acelga) e vinagrete,Banana nanica,Manga,PÃO E CAFÉ,
2014-05-08,ARROZ E FEIJÃO,Rolê bovino ao molho de tomate,Quibebe,Repolho liso / rabanete,Melancia,Tangerina,PÃO E CAFÉ,
2014-05-09,ARROZ E FEIJÃO,Strogonoff de frango,Batata lisa frita,Alface,Laranja pera,Abacaxí,PÃO E CAFÉ,
2014-05-12,ARROZ E FEIJÃO,BIFE ACEBOLADO,CHUCHU AO MOLHO BECHAMEL,ESCAROLA/BETERRABA,MAÇÃ,CAJÚ,PÃO E CAFÉ,
2014-05-13,ARROZ E FEIJÃO,PALETA SUÍNA ACEBOLADA,BATATA SAUTÊ,TOMATE /BERINJELS COM VINAGRETE,LARANJA,MARACUJÁ,PÃO E CAFÉ,
2014-05-14,ARROZ E FEIJÃO,COZIDO MISTO,-,ALMEIRÃO/VINAGRETE,MELANCIA,,PÃO E CAFÉ,
2014-05-15,ARROZ E FEIJÃO,FRANGO FRITO,BERINJELA REFOGADA,ALFACE /ALMEIRÃO/VINAGRETE,LARANJA,CAJÚ,PÃO E CAFÉ,
2014-05-16,ARROZ E FEIJÃO,PERNIL AO VINAGRETE QUENTE,FAROFA DE FRUTAS,AGRIÃO/ALFACE,MAÇÃ,TANGERINA,PÃO E CAFÉ,
2014-05-19,ARROZ E FEIJÃO,SALSICHA AO SUGO,MACARRÃO AO ALHO E OLEO,AGRIÃO COM TOMATE,LARANJA,ABACAXI,PÃO E CAFÉ,
2014-05-20,ARROZ E FEIJÃO,ISCA DE CARNE COM AZEITONA,ESCAROLA REFOGADA,ALMEIRÃO COM CENOURA/AGRIÃO/RABANETE/VINAGRETE,MELANCIA,CAJÚ,PÃO E CAFÉ,
2014-05-21,ARROZ E FEIJÃO,NUGGETS,MANDIOQUINHA SAUTÊ,ALFACE/AGRIÃO/RÚCULA/ALMEIRÃO,TANGERINA,MANGA,PÃO E CAFÉ,
2014-05-22,ARROZ E FEIJÃO,ISCA DE FRANGO A SUIÇA,-,"MISTA VERDE COM VINAGRETE(ALFACE,ESCAROLA,ALMEIRÃO)",MAÇÃ,TANGERINA,PÃO E CAFÉ,
2014-05-23,ARROZ E FEIJÃO,FEIJOADA,COUVE REFOGADA,ALFACE,TANGERINA,ABACAXI,PÃO E CAFÉ,
2014-05-26,ARROZ E FEIJÃO,ISCA DE CARNE COM LEGUMES,-,Alface,MAÇÃ,Acerola,PÃO E CAFÉ,
2014-05-27,ARROZ E FEIJÃO,BIFE ACEBOLADO,ABOBRINHA REFOGADA,SELVAGEM,PUDIM DE CHOCOLATE,TANGERINA,PÃO E CAFÉ,
2014-05-28,ARROZ E FEIJÃO,FRANGO FRITO (sobrecoxa),POLENTA AO SUGO,ESCAROLA,SALADA DE FRUTA,ACEROLA,PÃO E CAFÉ,
2014-05-29,ARROZ E FEIJÃO,STROGONOFF DE CARNE BOVINA,BATATA FRITA,ALFACE COM VINAGRETE,SAGU,CAJU,PÃO E CAFÉ,
2014-05-30,ARROZ E FEIJÃO,Cozido misto,----,Tomate/escarola,Laranja pera,,PÃO E CAFÉ,
2014-06-02,ARROZ E FEIJÃO,BIFE AO CURRY,MACARRÃO COM ESPINAFRE,ALMEIRÃO,LARANJA PERA,Limão,PÃO E CAFÉ,
2014-06-03,ARROZ E FEIJÃO,FRANGO FRITO,BERINJELA REFOGADA COM TOMATE,CENOURA COM MAÇÃ / BETERRABA RALADA,BANANA NANICA,MARACUJÁ,PÃO E CAFÉ,
2014-06-04,ARROZ E FEIJÃO,CARNE PICADA COM BATATA E CENOURA,------,ALFACE,SAGU,LARANJA,PÃO E CAFÉ,
2014-06-05,ARROZ E FEIJÃO,ISCA DE CARNE COM BATATA,-----,ABOBRINHA RALADA COM ALFACE,MAÇÃ,,PÃO E CAFÉ,"Ocorreu alteração de mandioca para batata no prato principal, dedido a problemas no fornecimento."
2014-06-06,ARROZ E FEIJÃO,Frango ao molho,Quiabo refogado,Escarola / beterraba,Iogurte,Maracujá,PÃO E CAFÉ,
2014-06-09,ARROZ E FEIJÃO,CARNE PICADA COM MANDIOQUINHA,------,ALFACE,MAÇÃ,LARANJA,PÃO E CAFÉ,
2014-06-10,ARROZ E FEIJÃO,NUGGETS,ABOBÓRA REFOGADA,ESCAROLA COM RABANETE/ALFACE COM VINAGRETE,LARANJA,UVA,PÃO E CAFÉ,
2014-06-11,ARROZ E FEIJÃO,CARNE EM CUBOS COM VAGEM E CENOURA,------,COUVE COM LARANJA,MELANCIA,LARANJA,PÃO E CAFÉ,
2014-06-13,ARROZ E FEIJÃO,ISCA DE CARNE COM BATATA,------,ALMEIRÃO,BANANA NANICA,MARACUJÁ,PÃO E CAFÉ,
2014-06-16,ARROZ E FEIJÃO,BIFE ACEBOLADO,POLENTA AO SUGO,ALFACE/VINAGRETE,MELANCIA,CAJU,PÃO E CAFÉ,
2014-06-18,ARROZ E FEIJÃO,ISCA DE CARNE COM AZEITONA,PURÊ DE BATATA,ESCAROLA/OVO/VINAGRETE,TANGERINA,ABACAXI,PÃO E CAFÉ,
2014-06-25,ARROZ E FEIJÃO,ROLÊ DE CARNE AO MOLHO DE MANJERICÃO,POLENTA CREMOSA,ALFACE,GOIABADA,LARANJA,PÃO E CAFÉ,
2014-06-26,ARROZ E FEIJÃO,FRANGO FRITO,CREME DE MILHO,AGRIÃO/ALFACE COM MAÇÃ,MAÇÃ,MANGA,PÃO E CAFÉ,
2014-06-27,ARROZ E FEIJÃO,FEIJOADA,COUVE REFOGADA,VINAGRETE,LARANJA PERA,CAJU,PÃO E CAFÉ,
2014-06-30,ARROZ E FEIJÃO,LINGUIÇA DE FRANGO,CHUCHU REFOGADO COM BACON,ALFACE,BANANADA,Maracujá,PÃO E CAFÉ,
2014-07-01,ARROZ E FEIJÃO,BIFE À MILANESA,BERINJELA AO SUGO,BETERRABA RALADA / ESCAROLA,MAÇÃ,CAJU,PÃO E CAFÉ,
2014-07-02,ARROZ E FEIJÃO,FRANGO COM PALMITO E BACON,FAROFA DE FRUTAS,ALFACE / RABANETE,TANGERINA PONKAN,ABACAXI,PÃO E CAFÉ,
2014-07-03,ARROZ E FEIJÃO,COZIDO MISTO COM BATATA DOCE,--------,CENOURA RALADA COM ERVILHA E PALMITO/AGRIÃO COM RABANETE,MAÇÃ,LARANJA,PÃO E CAFÉ,
2014-07-07,ARROZ E FEIJÃO,CARNE EM CUBOS COM AZEITONA,POLENTA CREMOSA,ALFACE,NÃO DEFINIDA,MANGA,PÃO E CAFÉ,
2014-07-10,ARROZ E FEIJÃO,NUGGTES,CREME DE ESPINAFRE,BETERRABA RALADA/COUVE FLOR E BROCOLIS/ALFACE,LARANJA PERA,ABACAXI,PÃO E CAFÉ,
2014-07-11,ARROZ E FEIJÃO,BIFE ACEBOLADO COM MOLHO MADEIRA,PURÊ DE BATATA,ESCAROLA/TOMATE,ABACAXÍ,LARANJA,PÃO E CAFÉ,
2014-07-14,ARROZ E FEIJÃO,ESCONDIDINHO DE CARNE MOÍDA,VAGEM REFOGADA,ALFACE/CENOURA COM MILHO VERDE,BANANA NANICA,MANGA,PÃO E CAFÉ,
2014-07-15,ARROZ E FEIJÃO,LAGARTO AO MOLHO DE ABACAXI,REFOGADO DE ESPINAFRE E CENOURA,AGRIÃO / RÚCULA,MAÇÃ,CAJÚ,PÃO E CAFÉ,
2014-07-16,ARROZ E FEIJÃO,FRANGO CREMOSO COM ERVILHA,ESCAROLA REFOGADA,ALFACE/CHUCHU,PUDIM DE COCO COM CALDA DE CARAMELO,ABACAXÍ,PÃO E CAFÉ,
2014-07-18,ARROZ E FEIJÃO,PERNIL AO MOLHO,ABÓBORA REFOGADA,SALADA DE ESCAROLA COM TOMATE / ALFACE,LARANJA PERA,TANGERINA,PÃO E CAFÉ,
2014-07-22,ARROZ E FEIJÃO,Fricassê de frango,Chuchu refogado,Escarola / tomate,Maçã,Cajú,PÃO E CAFÉ,
2014-07-23,ARROZ E FEIJÃO,BIFE ACEBOLADO,COUVE FLOR AO MOLHO BRANCO E QUEIJO,AGRIÃO COM CENOURA E BETERRABA RALADA,SAGU,LARANJA,PÃO E CAFÉ,
2014-07-24,ARROZ E FEIJÃO,STROGONOFF DE CARNE,BATATA FRITA,"MISTA(escarola,pepino,tomate,rabanete e couve-flor)",MELANCIA,ABACAXÍ,PÃO E CAFÉ,
2014-07-25,ARROZ E FEIJÃO,FEIJOADA,COUVE REFOGADA / FAROFA,VINAGRETE,TANGERINA PONKAN,UVA,PÃO E CAFÉ,
2014-07-29,ARROZ E FEIJÃO,FRANGO AO MOLHO,ABOBRINHA REFOGADA,BETERRABA COZIDA/RÚCULA,MAÇÃ,UVA,PÃO E CAFÉ,
2014-07-30,ARROZ E FEIJÃO,CARNE EM CUBOS COM ERVILHA,CENOURA COM MANDIOQUINHA SAUTÉ,COUVE COM CEBOLA,BANANA CARAMELADA,TANGERINA,PÃO E CAFÉ,
2014-08-01,ARROZ E FEIJÃO,LAGARTO COM MOLHO DE ABACAXI,COUVE REFOGADA,TOMATE EM RODELAS/TABULE,LARANJA PONKAN,UVA,PÃO E CAFÉ,
2014-08-04,ARROZ E FEIJÃO,CARNE EM CUBOS COM MANDIOQUINHA,-----,CHUCHU/CEBOLA/ALFACE,GOIABADA,LARANJA,PÃO E CAFÉ,
2014-08-05,ARROZ E FEIJÃO,LAGARTO,POLENTA AO SUGO,BETERRABA COZIDA COM ERVILHA / MISTA VERDE COM REPOLHO ROXO,IOGURTE,CAJU,PÃO E CAFÉ,
2014-08-06,ARROZ E FEIJÃO,BIFE AO BACON,ABÓBORA REFOGADA,ACELGA,BANANA CARAMELADA (substituido por goiabada),ABACAXÍ,PÃO E CAFÉ,"Devido a quebra de equipamento, a sobremesa teve que ser substituida."
2014-08-07,ARROZ E FEIJÃO,ROLÊ DE CARNE,FAROFA,CENOURA COM MAÇÃ,ARROZ DOCE,TANGERINA,PÃO E CAFÉ,
2014-08-11,ARROZ E FEIJÃO,Fricasse de frango,-----,Rúcula com tomate em rodelas/Vinagrete,Macã,Laranja,PÃO E CAFÉ,
2014-08-12,ARROZ E FEIJÃO,BIFE ACEBOLADO,ABOBRINHA REFOGADA,REPOLHO ROXO/ALFACE/OVO COM VINAGRETE,GELATINA DE MORANGO,CAJÚ,PÃO E CAFÉ,SOPA (CANJA)
2014-08-13,ARROZ E FEIJÃO,LINGUIÇA FRITA,REPOLHO REFOGADO,ALFACE COM VINAGRETE,DOCE DE BANANA,TANGERINA,PÃO E CAFÉ,
2014-08-14,ARROZ E FEIJÃO,FRANGO AO MOLHO DE ERVILHA,MANDIOCA FRITA,ESCAROLA COM CENOURA,MELANCIA,UVA,PÃO E CAFÉ,
2014-08-15,ARROZ E FEIJÃO,LAGARTO AO MOLHO MADEIRA,FAROFA,COUVE COM VINAGRETE,BANANA,MANGA,PÃO E CAFÉ,
2014-08-18,ARROZ E FEIJÃO,Salsicha ao sugo,Purê de batata,Acelga/vinagrete,Maçã,Abacaxi,PÃO E CAFÉ,
2014-08-19,ARROZ E FEIJÃO,BIFE AO MOLHO CURRY,-----,ABOBRINHA COZIDA/TOMATE COM CEBOLAS EM CUBOS,PUDIM DE CHOCOLATE,LARANJA,PÃO E CAFÉ,
2014-08-20,ARROZ E FEIJÃO,NUGGETS,MACARRÃO AO SUGO COM PRESUNTO,AGRIÃO/ACELGA/VINAGRTE,MELANCIA,CAJÚ,PÃO E CAFÉ,
